Outcome,Date,FAR,Protester,Summary,Category,Topic,Case Details,Comments,ID
"[""Denied""]","09/30/2022","8.405-3","Async-Nu Microsystems, Inc. | U.S. GAO","<div class=""ExternalClass6DA8631988B64A0A9D3C8FA09327BA61""><div>Based on these concerns, the agency engaged in discussions with the two firms in order to clarify the issue. As is pertinent to Mobomo, the agency provided the firm with the following discussion question&%2358;
</div><p>The vast majority of proposed labor categories (LCATs) from each team member’s Multiple Award Schedule (MAS) do not expressly state that the positions will be filled by personnel that meet the minimum qualification requirement. For example, Communications Consultant II is quoted for many functional areas and levels, and the MAS PD [position description] states that the position requires “5+ years” of experience. This could be interpreted as not having the required experience for Levels III (7-10 years) or IV (10+), and there are instances of this across much of your crosswalk submission. Therefore, Mobomo must be able to affirmatively state that each position cross-walked to the PWS [performance work statement] LCATs will meet the minimum experience for each PWS LCAT level (I through IV).&%23160;</p><p>In response to the agency’s discussion question, Mobomo replied as follows&%2358; “As requested, Mobomo confirms that each position cross-walked to the PWS LCATs will meet the minimum experience for each PWS LCAT level (I through IV).”&%23160;AR, Exh. 9, Mobomo Final Proposal Revision, at 1, 4-5. The record therefore shows that Mobomo provided precisely what was required&%2358; an affirmative representation that its cross-walked FSS labor categories met the RFQ’s minimum requirements for personnel with the specified level of experience for each of the solicitation’s labor categories. ISHPI Information Technologies, Inc., supra.&%23160;</p><p>ANM has not alleged or shown that Mobomo’s cross-walked FSS labor categories somehow otherwise failed to meet any RFQ minimum requirements. For example, ANM has not alleged or shown that Mobomo’s cross-walked FSS labor categories do not include all of the RFQ’s identified education or skillset requirements. We therefore have no basis to object to the agency’s establishment of a BPA with Mobomo for this reason, and accordingly, we deny this aspect of ANM’s protest.</p></div>","Proposal Evaluation Process","[""KP Experience""]","https://www.gao.gov/products/b-419614.5%2Cb-419614.6%23mt=e-report",,"178"
"[""Denied""]","01/11/2024","8.405-2","Central Care, Inc. | U.S. GAO","<div class=""ExternalClass26A4DC08DB434740AA5D2C4F5C63734E""><div>Moreover, while Central Care argues that the solicitation did not require any minimum value or number of FTEs to demonstrate relevancy, the protester has failed to show that the agency unreasonably concluded its Medical Q Services effort lacked relevancy in terms of size. Comments at 5. <b>Where a solicitation does not expressly define terms such as scope, magnitude, or complexity, agencies are afforded great discretion to determine the relevance of a vendor’s corporate experience.</b> CW Gov’t Travel, Inc., B‑419193.4 et al., Apr. 15, 2021, 2021 CPD ¶ 188 at 8. Here, the current solicitated effort has an estimated value of over $[DELETED], involving over [DELETED] estimated medical personnel. COS at 1; RFQ at 60-63, 152-54. As this exceeds the $241 million value and 944 FTEs involved in the Medical Q Services contract, we have no basis to object to the agency’s determination that the experience reference lacked relevancy in terms of size. AR, Tab 7, Central Care Quotation at 7</div></div>","Vendor Qualification and Experience","[""Past Perf vs Prior Exp""]","https://www.gao.gov/products/b-420959.13%2Cb-420959.9%23mt=e-report",,"179"
"[""Denied""]","01/19/2021","15.3","Torrent Technologies, Inc. I U.S. GAO","<div>Moreover, the FAR does not require the use of an IGCE in evaluating price; as noted above, the FAR includes a non-exhaustive list of permitted price analysis techniques. FAR 15.404-1. On this record, we find no basis to question the agency’s discretion in deciding not to use the IGCE in its price-reasonableness analysis.</div>","Proposal Evaluation Process","[""Price Evaluations""]","https://www.gao.gov/products/b-419326%2Cb-419326.2",,"180"
"[""Denied""]","12/19/2023","16.505","AnaVation LLC | U.S. GAO","<div>In this regard, AnaVation argues the agency unreasonably ignored Deloitte’s staffing issues with performance on the first STEAM task order. We note, however, that the protester does not meaningfully demonstrate that any aspect of Deloitte’s proposed staffing approach for this task order failed to meet the requirements of the solicitation. Notably, the protester does not point to--and our review of the solicitation does not reveal--any requirement that the agency consider past performance information when evaluating proposed staffing plans under the management factor. In the absence of such a solicitation provision, we see no obligation on the agency to consider past performance information in the evaluation of proposals under the management factor. AB Int’l Servs., LLC, B-419727.3, Mar. 21, 2023, 2023 CPD ¶ 79 at 10-11.
<br>
<br>While the protester has proffered facts about recent performance issues by Deloitte on the first STEAM task order, AnaVation has not established how such issues prohibited the agency from positively evaluating Deloitte’s staffing approach for this task order--which the protester concedes differs from the approach of the first STEAM task order. Comments &amp; 2nd Supp. Protest at 13 (acknowledging that Deloitte proposed a different staffing approach based on “lessons learned from its Task Order 1 experience”). Consequently, we find AnaVation has not demonstrated that the evaluators’ alleged “personal knowledge” of Deloitte’s staffing challenges constitutes significant countervailing evidence that Deloitte will offer a successful staffing plan here. See AB Int’l Servs., LLC, supra at 11 n.10 (denying protest argument that agency failed to consider “recent assessment reports” regarding the awardee’s quality management). In short, AnaVation has not shown that the agency’s evaluation of the offerors’ staffing approaches were inconsistent with the stated evaluation criteria or otherwise unreasonable. Accordingly, we deny this ground of protest.</div>","Vendor Qualification and Experience","[""Staffing Estimates""]","https://www.gao.gov/products/b-421966%2Cb-421966.2%2Cb-421966.3%23mt=e-report",,"181"
"[""Denied""]","10/16/2023","15.3","LPE Strategy, LLC | U.S. GAO","<div class=""ExternalClassB69DC87CC3BA44B6BF806B6033C45B08""><div>Notwithstanding the agency’s assignment of a “high confidence” rating to LPE’s proposal under the technical approach evaluation factor, LPE asserts that the agency “undervalued” and “failed to appreciate critical strengths” in LPE’s technical approach. Protest at 3, 17-23. For example, LPE notes that, in evaluating LPE’s proposal, the agency made <b>“only a general reference” to LPES’s experience performing case processing requirements, and complains that its proposal “[i]n fact . . . showcases its team’s deep experience with this work.”[18] </b>Id. at 19<b>. Similarly, LPES complains that, although its proposed subcontractor “currently performs the processing of IND [investigational new drug] Safety Reports on multiple contracts,” the agency “did not cite [this aspect of LPE’s proposal]” as “an element of . . . merit.”</b> Id. at 20. Finally, LPES maintains that, in evaluating MPZA’s proposal under the technical approach factor, the agency should have “juxtaposed” LPE’s and MPZA’s proposals and, on that basis, assigned a “low confidence” rating to MPZA’s proposal.[19] Id. at 19‑23.
</div><p>The agency responds that, consistent with the high confidence rating assigned to LPE’s proposal, the agency neither undervalued LPE’s proposed technical approach, nor failed to appreciate its strengths. <b>In this context, the agency notes that it was not required to document every aspect of LPE’s experience that it viewed as beneficial, nor to identify aspects of the proposal that merely met, but did not exceed, the solicitation’s requirements. Contracting Officer’s Statement at 7-8; Memorandum of Law at 9-12. Accordingly, the agency maintains that it properly considered the various aspects of LPE’s proposal that LPE complains were not recognized. Further, the agency responds that, in assigning ratings under the technical approach evaluation factor, the agency was required to evaluate both LPE’s and MZPA’s proposals against the solicitation’s stated factors--not against each other’s proposal.</b>&%23160;</p><p><b>Here, based on our review of the proposals and the evaluation record, we find no basis to question the agency’s evaluation of the competing technical proposals. </b>The record establishes that, in evaluating LPE’s technical approach, the agency recognized various aspects of LPE’s proposal that were viewed as beneficial, assigning the proposal a rating of high confidence. The record also establishes that, in evaluating MPZA’s proposal, <b>the agency similarly recognized various aspects of MPZA’s proposal that it viewed as beneficial--along with aspects that raised concerns--and assigned a lower rating of some confidence.</b> As noted above, our Office will not reevaluate proposals, but rather will examine the record to determine whether the agency’s assessments were reasonable. Here, while LPE expresses its opinion regarding the relative merits of the competing proposals, it fails to establish that the agency’s assessments were contrary to the terms of the solicitation or otherwise unreasonable. Accordingly, LPE’s protest challenging the agency’s evaluation of proposals under the technical approach evaluation factor is denied.</p></div>","Innovation","[""Brief Documentation""]","https://www.gao.gov/products/b-421723.2%2Cb-421723.3%23mt=e-report",,"183"
"[""Denied""]","02/09/2024","16.505","ICF Incorporated, LLC--Costs | U.S. GAO","<div class=""ExternalClassF4CAE705928242AFB57BC80FAB814446""><div>On this record, we find no basis to object to the DOT’s determination that the proposals of ICF and Cadmus were equal under the technical factor. Here, although ICF complained that the contracting officer did not compare the offerors’ proposal, the record showed that the contracting officer reviewed the underlying evaluation results, considered the qualitative value of the offerors’ proposals, and reasonably determined them to be technically equal. The agency recognized aspects of each offeror’s proposal that increased and decreased the agency’s confidence in the offeror’s ability to successfully perform the requirement, and on balance, the DOT concluded that the proposals were equal. AR, Exh. 7, SSD at 17; Supp. COS ¶ 2. <b>While the record does not demonstrate that the agency conducted a line-by-line comparison of each benefit and risk for the proposals, such an examination is not required.</b> FAR 16.505(b)(7); Ironclad Tech. Servs., supra. Furthermore, because the agency selected Cadmus’s technically equal and lower priced proposal for award, no tradeoff was necessary. General Dynamics Info. Tech., Inc., supra. In light of the foregoing, we find that ICF’s protest of the best-value award decision was not clearly meritorious.</div></div>","Innovation","[""Brief Documentation""]","https://www.gao.gov/products/b-421850.5%23mt=e-report",,"184"
"[""Denied""]","02/27/2024","8.405-2","American Tech Solutions, LLC | U.S. GAO","<div class=""ExternalClassF5E4600DAD0E43AF98128CB13DDDB005"">Regarding the protester’s contention that the agency failed to adequately document the award decision, the protester specifically argues that the SSA should have addressed the compliance of the quotations with all of the specific requirements identified in the PWS and examined in greater detail the benefits of the quotations submitted. <b>Protest at 13-14 (“[T]he SSA considered only four technical requirements out of approximately 164 [g]eneral and [t]echnical PWS requirements as the basis for his conclusion that the ATS and KFS proposals were essentially technically equal.”). The protester also argues that it received more merits in its evaluation than KFS (four versus three), and that its merits are better articulated than the merits identified for KFS.</b> Id. at 14 n.25
<p>As already discussed, the SSA found that both ATS and KFS submitted technical quotations that met the PWS requirements, discussed the merits of each quotation, and concluded that both quotations indicated a superior approach with a low risk of unsuccessful contract performance. AR, Tab 7, Award Decision at 3, 18. The SSA also stated that both vendors provided superior staffing approaches that, although slightly different, warranted ratings of good under the technical factor, and concluded that the ATS quotation was not worth the price premium. Based on our review of the record, we conclude that the SSA adequately documented the rationale for the award decision and the record otherwise demonstrates that the decision is reasonable. <b>In this regard, the agency was not required to document a comparative analysis of all 164 of the PWS requirements in order to meaningfully compare the two quotations. Accordingly, this allegation is denied.</b><br></p></div>","Innovation","[""Brief Documentation""]","https://www.gao.gov/products/b-422212%2Cb-422212.2%23mt=e-report",,"185"
"[""Denied""]","07/27/2022","8.405-3","COFC No. 22-152C - Trillion ERP Venture Tech","<div class=""ExternalClassD9EA57C92EB54A15B2C9FE0E81999D54""><div>Specifically, under FAR subpart 8.4, the contracting officer is required to document the “[b]asis for the award decision,” which “should include the evaluation methodology used in selecting the contractor, the rationale for any tradeoffs in making the selection, and a price reasonableness determination for services requiring a statement of work.” FAR 8.405-3(a)(7)(viii). <b>Here, for the Factor 2 evaluation, FEMA listened to the quoters’ oral presentations and, based on those presentations, composed bulleted lists of reasons that increased or decreased confidence in the quotes.</b> This type of bulleted documentation satisfies the documentation requirement. See Data Mgmt. Servs. Joint Venture v. United States, 78 Fed. Cl. 366, 375 (2007) (<b>“It is sufficient that the TET heard [the quoter’s] presentation and documented its contemporaneous impressions.”</b>)</div></div>","Innovation","[""Brief Documentation""]","https://ecf.cofc.uscourts.gov/cgi-bin/show_public_doc?2022cv0152-67-0",,"186"
"[""Denied""]","01/25/2024","16.505","Guidehouse Inc. | U.S. GAO","<div class=""ExternalClass14B5F59FA99F462BB36DBF34E31FB868""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><br></div><div>On this record, we find no basis to disturb the assessed element of decreased confidence. The agency’s evaluation was reasonably based on the terms of the solicitation and the contents of Guidehouse’s quotation.<br></div><div><br></div><div>In this regard, the RFQ explained that quotations would be evaluated by considering the project narratives against the requirements of the SOW. RFQ Amend. 0002 at 39‑40. The SOW’s vulnerability mitigation planning task required experience performing a “Root Cause and Risk Prioritization Analysis to determine the security posture of stakeholders’ operational cyber security environment” and providing CISA “with tools [] and services to mitigate current and/or future vulnerabilities.” AR, Tab 4a, SOW at 17 (SOW subsection 2.4.1.3). To satisfy this task, Guidehouse described experience developing and executing BODs and EDs, which as discussed by the contracting officer, are policy requirements.[8] AR, Tab 11b, Guidehouse Volume 2 Quotation at 4.<br></div><div><br></div><div>CISA was under no obligation to infer information from Guidehouse’s quotation. Engility Corp., supra. This challenge amounts to disagreement with the agency’s evaluation conclusions. Accordingly, it is denied. STG, Inc., supra at 8.</div></div>","Innovation","[""Confidence Ratings""]","https://www.gao.gov/products/b-422147%2Cb-422147.2%23mt=e-report",,"187"
"[""Denied""]","02/09/2024","16.505","ICF Incorporated, LLC--Costs | U.S. GAO","<div class=""ExternalClassFE26746F416544E4BBC1C0AA7731C4B5""><div>On this record, we find no basis to object to the DOT’s determination that the proposals of ICF and Cadmus were equal under the technical factor. Here, although ICF complained that the contracting officer did not compare the offerors’ proposal, the record showed that the contracting officer reviewed the underlying evaluation results, considered the qualitative value of the offerors’ proposals, and reasonably determined them to be technically equal. The agency recognized aspects of each offeror’s proposal that increased and decreased the agency’s confidence in the offeror’s ability to successfully perform the requirement, and on balance, the DOT concluded that the proposals were equal. AR, Exh. 7, SSD at 17; Supp. COS ¶ 2. While the record does not demonstrate that the agency conducted a line-by-line comparison of each benefit and risk for the proposals, such an examination is not required. FAR 16.505(b)(7); Ironclad Tech. Servs., supra. Furthermore, because the agency selected Cadmus’s technically equal and lower priced proposal for award, no tradeoff was necessary. General Dynamics Info. Tech., Inc., supra. In light of the foregoing, we find that ICF’s protest of the best-value award decision was not clearly meritorious.<br></div></div>","Innovation","[""Confidence Ratings""]","https://www.gao.gov/products/b-421850.5%23mt=e-report",,"188"
"[""Denied""]","02/09/2024","16.505","ICF Incorporated, LLC--Costs | U.S. GAO","<div class=""ExternalClass4791AE9DF99040B98465B37B9848F880""><b>While ICF labels these assessments the “assignment of weaknesses,” the RFP did not provide for the assignment of strengths or weaknesses, nor did the agency make such assignment or qualitative judgments in its evaluation.</b></div>","Innovation","[""Confidence Ratings""]","https://www.gao.gov/products/b-421850.5%23mt=e-report",,"189"
"[""Denied""]","07/27/2022","8.405-3","COFC No. 22-152C - Trillion ERP Venture Tech","<div class=""ExternalClassBECC497D6CB0433792BDE8DDBB764B34""><div>Specifically, under FAR subpart 8.4, the contracting officer is required to document the “[b]asis for the award decision,” which “should include the evaluation methodology used in selecting the contractor, the rationale for any tradeoffs in making the selection, and a price reasonableness determination for services requiring a statement of work.” FAR 8.405-3(a)(7)(viii). <b>Here, for the Factor 2 evaluation, FEMA listened to the quoters’ oral presentations and, based on those presentations, composed bulleted lists of reasons that increased or decreased confidence in the quotes.</b> This type of bulleted documentation satisfies the documentation requirement. See Data Mgmt. Servs. Joint Venture v. United States, 78 Fed. Cl. 366, 375 (2007) (<b>“It is sufficient that the TET heard [the quoter’s] presentation and documented its contemporaneous impressions.”</b>)</div></div>","Innovation","[""Confidence Ratings""]","https://ecf.cofc.uscourts.gov/cgi-bin/show_public_doc?2022cv0152-67-0",,"190"
"[""Denied""]","01/16/2024","8.405-2","IT Concepts, Inc. | U.S. GAO","<div class=""ExternalClass74F4079BD1DF4EFF98FC19A00AA07939""><div>In the award decision document, the contracting officer listed “[h]ighlights from the [t]echnical [e]valuation [m]emorandum” to support the selection decision. Id. at 4‑18. With respect to the evaluation of Agility’s past performance, the contracting officer noted that the majority had identified several strengths and no weaknesses, with one uncertainty regarding the demonstration of “HR IT [s]ystems benefits based on experience, expertise or knowledge of the projects/systems identified in the [RFQ’s] SOO support services to include [o]rganization [m]anagement and other related functions.” Id. at 6. <b>Notwithstanding the uncertainty identified by the two‑member majority, the contracting officer further noted that both the majority and the dissenting evaluator had identified several strengths regarding the use of Salesforce in multiple past projects, see id. at 6, 9, which the contracting officer found beneficial because Agility’s quotation contemplated the use of Salesforce to meet the agency’s needs, see id. at 23.</b></div></div>","Innovation","[""Consensus Evaluation""]","https://www.gao.gov/products/b-422152%2Cb-422152.2%23mt=e-report",,"192"
"[""Sustained"",""Denied""]","01/18/2024","8.405-3","Deloitte Consulting, LLP I U.S. GAO","<div class=""ExternalClass02F7822614424D4AA4AB57AC3A31A600"">Prejudice from Unequal Discussions
<p>While we conclude the agency improperly engaged in discussions only with CGI, the protester has not demonstrated how it was competitively prejudiced from the discussions. Competitive prejudice is an essential element of every viable protest; where the protester fails to demonstrate that, but for the agency’s actions, it would have had a substantial chance of receiving the award, there is no basis for finding prejudice, and our Office will not sustain the protest, even if deficiencies in the procurement are found. JHC Tech., Inc., B-417786, Oct. 23, 2019, 2019 CPD ¶ 376 at 6.&%23160;</p><p>For example, a statement explaining how the protester could have altered its quotation to address its impaired objectivity OCI if given the chance during discussions could have demonstrated how the protester was prejudiced by the agency’s actions. Because the record does not support a finding that, absent the agency’s conduct of unequal discussions, Deloitte would have altered its quotation to its competitive advantage, we find that the protester was not prejudiced by the agency’s conduct of discussions, and we deny this allegation.<br></p></div>","Post-Selection Procedures","[""Discussions""]","https://www.gao.gov/products/b-422094,b-422094.2",,"193"
"[""Sustained"",""Denied""]","01/18/2024","8.405-3","Deloitte Consulting, LLP I U.S. GAO","<div>Here, the protester argues that the exchanges resulted in CGI fundamentally changing its method of performance when it removed [DELETED] from its team and transformed an unacceptable quotation into an acceptable one, which, by definition, constitutes discussions. Comments and Supp. Protest at 3. The RFQ provided three options in the event the government determined that a quotation contained an OCI&%2358; the vendor could be disqualified; the “appropriate provisions” to avoid, neutralize, or mitigate the conflict could be included in the awarded contract; or the government could issue a waiver of the conflict. RFQ at 156. While the agency ultimately issued an OCI waiver, it did not do so at the time it identified the potential OCI on the part of [DELETED] in July; rather, it conducted exchanges with the awardee that permitted the awardee to change its method of performance to ameliorate a conflict that otherwise would have rendered its quotation ineligible for award. As a result, we agree with the protester that the agency engaged in discussions--not merely exchanges--with CGI and that they were unequal because the agency did not also engage in discussions with Deloitte</div>","Innovation","[""SBSTN-Exchanges""]","https://www.gao.gov/products/b-422094,b-422094.2",,"194"
"[""Denied""]","01/16/2024","8.405-2","IT Concepts, Inc. | U.S. GAO","<div class=""ExternalClassC366B9BFDA984B34A500E86ED0D0FC20"">Protest challenging the agency’s evaluation of quotations is denied where the agency’s evaluation was reasonable and in accordance with the solicitation; further, even assuming any errors, the protester <b>cannot demonstrate competitive prejudice in light of the solicitation’s highest technically rated with a fair and reasonable price evaluation method.
</b><p>The record reflects that the agency assigned multiple strengths and no weaknesses to Agility’s quotation. See AR, Tab 27, Award Decision Document at 4‑9, 23‑24. Thus, even if the agency erred with respect to some of the strengths and weaknesses identified by the protester, there still would remain several weaknesses that, as discussed above, the agency reasonably assigned to the protester’s quotation, and the agency’s determination that Agility’s quotation was the highest technically rated would remain reasonable. Accordingly, the protester cannot make the requisite showing of prejudice. See, e.g., Metric 8 LLC et al., B‑419759.2 et al., July 29, 2021, 2021 CPD ¶ 299 at 25‑26 <b>(finding no competitive prejudice in a procurement utilizing a highest technically rated with a fair and reasonable price basis for award where the agency’s evaluation error did not affect the competitive standing of the protesters).</b><br></p></div>","Innovation","[""HTRRP""]","https://www.gao.gov/products/b-422152%2Cb-422152.2%23mt=e-report",,"195"
"[""Denied""]","01/25/2024","15.3","Maxmed Healthcare, Inc. | U.S. GAO","<div class=""ExternalClass41F68B97BB8445ADBAEA0A57727E94F2"">The agency elaborates that the HTRO methodology has been expressly authorized under Defense Federal Acquisition Regulation Supplement Procedures, Guidance, and Information (DFARS PGI), specifically the Department of Defense’s (DOD) August 20, 2022 source selection procedures. See Dec. 1 Req. for Dismissal at 4; COS at 17 (quoting AR, Tab 14, DFARS PGI, Subpart 215.3, DOD Source Selection Procedures, ¶ 1.3.1.5., stating that that the “Highest Technically Rated Offeror with a Fair and Reasonable Price . . . [methodology] may be used in competitions for multiple-award IDIQ contracts that establish ceiling rates or prices subject to additional negotiation or competition prior to award of task or delivery orders.”). DHA also notes that both our Office and the U.S. Court of Federal Claims (COFC) have concluded that an agency’s use of the HTRO methodology is permissible in negotiated procurements conducted pursuant to the Competition in Contracting Act (CICA) and FAR part 15. See, e.g.,  Sevatec, Inc. et al., B-413559.3 et al.,Jan. 11, 2017,  2017 CPD ¶ 3 at 5-9;  Octo Consulting Grp., Inc. v. United States, 117 Fed. Cl. 334 (2014). We agree with the agency’s argument.
<p>Accordingly, we see no basis to depart from our long line of decisions concluding that there is no statutory or regulatory prohibition against the use of HTRO as a basis for making an award under the solicitation here.[5] Maxmed’s protest challenging the solicitation’s use of the HTRO methodology is denied.<br></p></div>","Innovation","[""HTRRP""]","https://www.gao.gov/products/b-421623.5%23mt=e-report",,"196"
"[""Denied""]","07/29/2021","15.3","Metric 8 LLC l U.S. GAO","<div class=""ExternalClass5E104CFDD04D4E378F17A5A1BC099BAE"">Here, the solicitation was clear that the agency would make awards using a “Highest Technically Rated with a Fair and Reasonable Price” basis. RFP at 78-79. The RFP specified that, after the initial evaluation of proposals, the agency would conduct an analysis of the non-price factors separate from its evaluation of price. Id. at 79 (“[the agency] will conduct an analysis of Factors 1 through 4 to determine which offerors are the highest technically rated”). At no point in the RFP does the agency state it intends to trade off the evaluated benefits of the non-price proposals against proposed prices.
<p>Accordingly, RCH’s protest that the agency should have selected awardees using a best-value tradeoff of price and non-price proposals is a challenge to the terms of the solicitation, which were apparent prior to the closing time for receipt of proposals. RCH filed its initial protest on April 26, 2021, more than 8 months after the deadline for the receipt of proposals. Therefore, we dismiss this protest ground as untimely<br></p></div>","Innovation","[""HTRRP""]","https://www.gao.gov/assets/b-419759.2.pdf",,"197"
"[""Sustained"",""Denied""]","01/18/2024","8.405-3","Deloitte Consulting, LLP I U.S. GAO","<div class=""ExternalClass611381BAC9AB41D78673E5D82A6B2FA3"">Protest that the agency disparately evaluated quotations regarding the proposed use of innovation is denied where the record shows that the different evaluations reflected quotation differences.
<p>Deloitte relies on Avionic Instruments LLC for the proposition that “[GAO] will sustain a protest where the agency’s conclusions are inconsistent with the solicitation’s evaluation criteria, undocumented, or not reasonably based.” Comments and Supp. Protest at 28‑29, quoting Avionic Instruments LLC, supra at 5[14] (additional citations omitted). The protester offers no support in its assertion that, having solicited innovation generally, the agency was precluded from assessing a quotation decreases confidence related to [DELETED]. The RFQ put vendors on notice that DHS sought to “minimize[e] risks and the total life-cycle cost of the FSM Cube solution.” RFQ at 14. [DELETED]. Deloitte does not rebut DHS’s contention that the protester’s quotation presented these risks. See Comments and Supp. Protest at 28-31. DHS’s assessment of the decreases confidence, based on these perceived risks, was consistent with the solicitation, and Deloitte’s arguments therefore provide no basis on which to sustain the protest.<br></p></div>","Innovation","[""Innovations""]","https://www.gao.gov/products/b-422094,b-422094.2",,"198"
"[""Sustained""]","01/17/2023","8.405-3","RemedyBiz, Inc. l U.S. GAO","<div class=""ExternalClass415A7D605D9644079C846AC87B894042""><div>According to the protester, these evaluation findings represent the application of unstated evaluation criteria for “which or how many Key Personnel spoke during the oral presentation.” Comments at 7-9. With respect to the oral presentations, however, the RFQ explicitly notified vendors that the purpose of the oral presentations was for the agency to “understand” vendors’ technical and management approaches for implementing the AMS “directly from the” vendor, and explicitly required that the vendor bring three key personnel to the presentation. RFQ at 70. In this context, we find that the RFQ adequately informed vendors that the agency would evaluate whether and how well the key personnel delivered the oral presentation. See Protection Strategies, Inc., B-416635, Nov. 1, 2018, 2019 CPD ¶ 33 at 6.
</div><p>The agency responds that it was reasonable for the evaluators to identify a contingent hire for a key personnel position as a risk even if the vendor submitted a tentative/contingent offer letter. MOL at 9. We agree. It is not apparent from our review of the solicitation why the risk of the availability of key personnel cannot reasonably be considered as part of the evaluation of the key personnel factor. Indeed, as the protester itself acknowledges, the RFQ contained many requirements regarding the employment status of key personnel. Protest at 16. These requirements only underscore the agency’s concern about the risk posed by a contingent hire. See McKean Def. Grp., LLC, B-415254.2. Dec. 19, 2017, 2017 CPD ¶ 389 at 8-9 (denying protest challenging weakness assigned for proposing contingent hires for key personnel positions). We therefore find no basis to sustain the protester’s complaint that the agency identified a risk associated with proposing a contingent hire in the development lead key personnel role<br></p></div>","Vendor Qualification and Experience","[""Key Personnel""]","https://www.gao.gov/products/b-421196",,"199"
"[""Denied""]","07/27/2022","8.405-3","COFC No. 22-152C - Trillion ERP Venture Tech","<div class=""ExternalClassCC7EA724A60B41DCB5CDD521EB034FED""><div>Specifically, under FAR subpart 8.4, the contracting officer is required to document the “[b]asis for the award decision,” which “should include the evaluation methodology used in selecting the contractor, the rationale for any tradeoffs in making the selection, and a price reasonableness determination for services requiring a statement of work.” FAR 8.405-3(a)(7)(viii). <b>Here, for the Factor 2 
evaluation, FEMA listened to the quoters’ oral presentations and, based on those presentations, composed bulleted lists of reasons that increased or decreased confidence in the quotes. </b>This 
type of bulleted documentation satisfies the documentation requirement. See Data Mgmt. Servs. Joint Venture v. United States, 78 Fed. Cl. 366, 375 (2007) <b>(“It is sufficient that the TET heard [the quoter’s] presentation and documented its contemporaneous impressions.”)</b></div></div>","Innovation","[""Oral Presentations""]","https://ecf.cofc.uscourts.gov/cgi-bin/show_public_doc?2022cv0152-67-0",,"200"
"[""Denied""]","03/06/2024","8.405-2","Federal Management Systems, Inc. | U.S. GAO","<div>[1] Past performance was considered as part of the responsibility determination. RFQ, amend. 1 at 6.</div>","Proposal Evaluation Process","[""Past Performance""]","https://www.gao.gov/products/b-422222%2Cb-422222.2%23mt=e-report",,"201"
"[""Denied""]","12/19/2023","16.505","AnaVation LLC | U.S. GAO","<div>AnaVation contends that our Office should disregard this explanation as “post hoc.” Supp. Comments at 4. Our decisions, however, consistently have explained that we will not limit our review to contemporaneous evidence, but also will consider post-protest explanations that provide a detailed rationale for contemporaneous conclusions, and simply fill in previously unrecorded details, when those explanations are credible and consistent with the contemporaneous record. Windstream Commc’ns, B-409928, Sept. 9, 2014, 2014 CPD ¶ 271 at 4-5 n.5. The agency explains that the TET’s relevancy determinations were made contemporaneously but “were not documented in the TET’s consensus report” because the key personnel qualifications did not result in a finding of “raises expectation of success” or “lowers expectation of success.” Supp. MOL at 2. Here, we find the agency’s post-protest explanation to be consistent with the contemporaneous record and note that it provides additional details regarding the evaluators’ findings and conclusions.</div>","Post-Selection Procedures","[""Post Protest Explanation""]","https://www.gao.gov/products/b-421966%2Cb-421966.2%2Cb-421966.3%23mt=e-report",,"202"
"[""Denied""]","01/16/2024","8.405-2","IT Concepts, Inc. | U.S. GAO","<div>An agency’s judgment that the features identified in the proposal did not significantly exceed the requirements of the solicitation--and thus did not warrant the assessment of unique strengths--is a matter within the agency’s discretion and one that we will not disturb where the protester has failed to demonstrate that the evaluation was unreasonable. Protection Strategies, Inc., B‑416635, Nov. 1, 2018, 2019 CPD ¶ 33 at 8 n.4. In that regard, an agency’s contemporaneous evaluation record is not required to “prove a negative,” or document determinations of adequacy (i.e., why a proposal did not receive a strength or weakness). See, e.g., CSRA LLC, B‑417635 et al., Sept. 11, 2019, 2019 CPD ¶ 341 at 10 n.15; Cognosante MVH, LLC, B‑418986 et al., Nov. 13, 2020, 2021 CPD ¶ 3 at 8; By Light Prof’l IT Servs., LLC, B‑417191.3, Dec. 4, 2019, 2019 CPD ¶ 416 at 4 n.5; Booz Allen Hamilton, Inc., B‑417418 et al., July 3, 2019, 2019 CPD ¶ 246 at 17; see also FAR 15.305(a). When a protester raises a challenge regarding why a proposal was not assigned a strength or weakness, we continue to review whether an agency’s explanation or documentation--contemporaneous or otherwise--demonstrates that the evaluation was reasonable and consistent with the stated evaluation criteria. See By Light Prof’l Servs., supra at 4‑5 (finding the post‑protest explanations provided by the agency established the reasonableness of the evaluation regarding the alleged unacknowledged strengths); Cognosante, supra at 7‑8 (same).
<br>
<br>In the responding to the protest, the contracting officer provided an explanation why the agency did not find the majority of the identified features to be strengths of the protester’s quotation.[10] Supp. COS at 4‑6. As shown by the representative examples below, we conclude that the agency has demonstrated that it reasonably determined that the identified features did not merit the assignment of strengths.</div>","Post-Selection Procedures","[""Post Protest Explanation""]","https://www.gao.gov/products/b-422152%2Cb-422152.2%23mt=e-report",,"203"
